rank,artist,track,scrobbles,lyrics,has_lyrics,lyrics_length,lyrics_word_count,lyrics_cache_path,tracks_fetched_at,compiled_at
46,The Cult,Black Sun,55,"Don't you hit that defenseless child
What gives you that empty right?
Carry that for the rest of your life
Carry that for the rest of time
Did they hold you down?
Oh yeah
Did they push you around?
Oh yeah-yeah
Burning in the black sun
Like a jackle on the run, well
Burning in the black sun
Burning up in the black sun, whoa yeah
Rotten apples every one, ay
Look at them
Look at them run
Guilty now for what they have done
Did they hold you down?
Whoa yeah-yeah
Did they push you around?
Whoa yeah-ye...",True,1715,340,/Users/maxfiep/Library/CloudStorage/GoogleDrive-pmaxfield@gmail.com/My Drive/git_personal/Pete_Sandbox_personal/last.fm/Lyrics_top_songs/cache/lyrics/the_cult/black_sun.txt,2025-12-05T17:44:34.876376,2025-12-05T17:48:28.441978
47,U2,All I Want I  You,54,"You say you want
Diamonds on a ring of gold
You say you want
Your story to remain untold

But all the promises we made
From the cradle to the grave
When all I want is you

You say you'll give me
A highway with no one on it
Treasure just to look upon it
All the riches in the night

You say you'll give me
Eyes in the moon of blindness
A river in a time of dryness
A harbour in the tempest

But all the promises we make
From the cradle to the grave
When all I want is you

You say you want
Your love t...",True,791,173,/Users/maxfiep/Library/CloudStorage/GoogleDrive-pmaxfield@gmail.com/My Drive/git_personal/Pete_Sandbox_personal/last.fm/Lyrics_top_songs/cache/lyrics/u2/all_i_want_i_you.txt,2025-12-05T17:44:34.876376,2025-12-05T17:48:28.442646
48,Nine Inch Nails,Only,53,"I'm becoming less defined as days go by
Fading away and well, you might say I'm losing focus
Kinda drifting into the abstract
In terms of how I see myself
Sometimes I think I can see right through myself
Sometimes I think I can see right through myself
(I think sometimes I can see right through myself)

Less concerned about fitting into the world
Your world, that is
'Cause it doesn't really matter anymore
(No, it doesn't really matter anymore)
No, it doesn't really matter anymore
None of this re...",True,1705,345,/Users/maxfiep/Library/CloudStorage/GoogleDrive-pmaxfield@gmail.com/My Drive/git_personal/Pete_Sandbox_personal/last.fm/Lyrics_top_songs/cache/lyrics/nine_inch_nails/only.txt,2025-12-05T17:44:34.876376,2025-12-05T17:48:28.443358
49,Led Zeppelin,Trampled Under Foot,52,"Greased and slicked down fine
Groovy leather trim
I like the way you hold the road
Mama, it ain't no sin

Talking 'bout love
Talking 'bout love
Talking 'bout

Ooh, trouble-free transmission
Helps your oils flow
Mama, let me pump your gas
Mama, let me do it all

Talking 'bout love
Talking 'bout love
Talking 'bout

Check that heavy metal
Underneath your hood
Baby, I can work all night
Believe I got the perfect tools

Talking 'bout love
Talking 'bout love
Talking 'bout

A model built for comfort
Re...",True,1909,343,/Users/maxfiep/Library/CloudStorage/GoogleDrive-pmaxfield@gmail.com/My Drive/git_personal/Pete_Sandbox_personal/last.fm/Lyrics_top_songs/cache/lyrics/led_zeppelin/trampled_under_foot.txt,2025-12-05T17:44:34.876376,2025-12-05T17:48:28.444092
50,Van Halen,I'll Wait,51,"You've got me captured, I'm under your spell
I guess I'll never learn
I have your picture, yes, I know it well
Another page is turned
Are you for real? It's so hard to tell
From just a magazine
Yeah, you just smile and the picture sells
Look what that does to me

I'll wait 'til your love comes down
I'm coming straight for your heart
No way you can stop me now
As fine as you are

I wrote a letter and told her these words
That meant a lot to me
I never sent it, she wouldn't have heard
Her eyes do ...",True,1195,243,/Users/maxfiep/Library/CloudStorage/GoogleDrive-pmaxfield@gmail.com/My Drive/git_personal/Pete_Sandbox_personal/last.fm/Lyrics_top_songs/cache/lyrics/van_halen/ill_wait.txt,2025-12-05T17:44:34.876376,2025-12-05T17:48:28.444786
51,Death from Above 1979,Pull Out,50,"Oh, I love my girl, I want to get her off
Turn the lights up so I can see
Turn the lights up
Turn the lights up

1-2-3
Push in, push in, push in
Push in, push in
1-2-3

Pull out (Pull out)
Pull out (Pull out)
Pull out (Pull out)
Pull out (Pull out)
Pull out (Pull out)
Pull out (Pull out)
Pull out (Pull out)
Pull out (Pull out)

Let your spirit free, you've gotta
Let your spirit free, you've gotta
Let your spirit free, you've gotta
Let your spirit free, you've gotta
Let your spirit free
Let your ...",True,917,183,/Users/maxfiep/Library/CloudStorage/GoogleDrive-pmaxfield@gmail.com/My Drive/git_personal/Pete_Sandbox_personal/last.fm/Lyrics_top_songs/cache/lyrics/death_from_above_1979/pull_out.txt,2025-12-05T17:44:34.876376,2025-12-05T17:48:28.445381
52,Duran Duran,Save a Prayer,49,"You saw me standing by the wall
Corner of a main street
And the lights are flashing on your window sill
All alone ain't much fun
So you're looking for the thrill
And you know just what it takes
And where to go

Don't say a prayer for me now
Save it till the morning after
No, don't say a prayer for me now
Save it till the morning after

Feel the breeze deep on the inside
Look you down into your well (Do-do-do-do-do)
If you can, you'll see the world in all his fire (Do-do-do-do-do)
Take a chance l...",True,1659,315,/Users/maxfiep/Library/CloudStorage/GoogleDrive-pmaxfield@gmail.com/My Drive/git_personal/Pete_Sandbox_personal/last.fm/Lyrics_top_songs/cache/lyrics/duran_duran/save_a_prayer.txt,2025-12-05T17:44:34.876376,2025-12-05T17:48:28.445975
53,Queens of the Stone Age,Long Slow Goodbye,48,"Where have you gone again, my sweet?
Everybody wants to know
Where have you gone again, my sweet?
Everybody wants to know

Where you gone?
Where you gone? Oh-oh

I'm just a ghost, I'm on your street
Waitin', when you comin' home?
I'm just a ghost, I'm on your street
Waitin', when you comin' home?

Gone so long, oh
Where you gone?

On a long slow goodbye?
On a long slow goodbye?

In every voice, I hear you speak
Waitin' by the telephone
I close my eyes, I just can't sleep
Roll and tumble all nigh...",True,843,164,/Users/maxfiep/Library/CloudStorage/GoogleDrive-pmaxfield@gmail.com/My Drive/git_personal/Pete_Sandbox_personal/last.fm/Lyrics_top_songs/cache/lyrics/queens_of_the_stone_age/long_slow_goodbye.txt,2025-12-05T17:44:34.876376,2025-12-05T17:48:28.446805
54,Dave Grohl,Mantra,47,"A vision of you there
Standing tall
By the gate
Everything is new
Stare into
What is not
Yet
As your bones grow
And you feel the pain
In exchange
Experiences hang
Run round your mind
And collide
Hang your toes
Over the edge
Cause you can
You can switch your place
Hide inside
If you try
You'll open up your eyes
And realize
How you fit
In the wild
A lion is a lion
No apologies
And a leash
Is a leech
In the corral
You're safe and warm
Pass it on to
Every sheep
Time and time again
You stick yourself...",True,1317,272,/Users/maxfiep/Library/CloudStorage/GoogleDrive-pmaxfield@gmail.com/My Drive/git_personal/Pete_Sandbox_personal/last.fm/Lyrics_top_songs/cache/lyrics/dave_grohl/mantra.txt,2025-12-05T17:44:34.876376,2025-12-05T17:48:28.447631
55,Eagles of Death Metal,Cheap Thrill,46,"Can't afford no
(Cheap thrills)
(Whatcha doin'?)
I'm spendin time
(Whatcha doin'?)
Got my last dime
(Catch a fast babe)
I'm gonna try
(Catch a fast babe)
I'm gonna try
I see red
When my back's against the wall
I see red
Like the ocean when it's standing at the end
Of what your looking for
I see red
And that's all
(Whatcha doin'?)
I'm spending time
(Whatcha doin'?)
Got my last dime
(Catch a fast babe)
I'm on the sly
(Catch a fast babe)
I'm gonna try
Can't afford no
(Cheap thrills)",True,484,93,/Users/maxfiep/Library/CloudStorage/GoogleDrive-pmaxfield@gmail.com/My Drive/git_personal/Pete_Sandbox_personal/last.fm/Lyrics_top_songs/cache/lyrics/eagles_of_death_metal/cheap_thrill.txt,2025-12-05T17:44:34.876376,2025-12-05T17:48:28.448449
56,Mad Season,X-Ray Mind,45,"Do the laughs die when
One such as I run
And allow myself
Time for own true need
When convincing me
That you're on my team
May not lie to me
But not mentionin'

So sit back and have
An hysterical
Laugh at tiny holes
Buy and trade men's souls

X-ray mind reads
Plenty
Worth no more than
Pennies

You, they, it, or what
Have been fair, I thought
May you never free
You from you or me
See, the more I think
I'm afraid to blink
I don't move an inch
Slowly draining me

Hire a spy and
Bug me
Pimp your fri...",True,565,115,/Users/maxfiep/Library/CloudStorage/GoogleDrive-pmaxfield@gmail.com/My Drive/git_personal/Pete_Sandbox_personal/last.fm/Lyrics_top_songs/cache/lyrics/mad_season/x_ray_mind.txt,2025-12-05T17:44:34.876376,2025-12-05T17:48:28.448886
57,Daft Punk,Aerodynamic,44,,False,0,0,,2025-12-05T17:44:34.876376,2025-12-05T17:48:28.448914
58,Queens of the Stone Age,You Can't Quit Me Baby,0,"It's a mistake, but who knows?
Followed you home, crawled in your window
This life is a trip when you're psycho in love
And I know, oh-oh-oh-oh-oh
Oh-oh

Followed your friends, you were not there
Slashed and I cut, I bled in the sink
Heard what you said, and you're laughin', maybe
Slashed and I cut, and I do it for you
I want you to notice when I'm not around
Wherever you are, oh-ah-ah-ah-ah
Oh-ah, oh-oh-oh-ah-ah-ah
Ah-ah-ah, oh-oh


(Oh-oh-oh) You're solid gold, I'll see you in hell
(Oh-oh-oh) ...",True,700,119,/Users/maxfiep/Library/CloudStorage/GoogleDrive-pmaxfield@gmail.com/My Drive/git_personal/Pete_Sandbox_personal/last.fm/Lyrics_top_songs/cache/lyrics/queens_of_the_stone_age/you_cant_quit_me_baby.txt,2025-12-05T17:44:34.876376,2025-12-05T17:48:28.449810
59,The Dining Rooms,Invocation,0,,False,0,0,,2025-12-05T17:44:34.876376,2025-12-05T17:48:28.449838
60,The Fixx,One Thing Leads To Another,0,"The deception with tact
Just what are you trying to say?
You got a blank face, which irritates
Communicate, pull out your party piece
You see dimensions in two
State your case with black or white
But when one little cross leads to shots, grit your teeth
You run for cover, so discreet

Why don't they do what they say? Say what you mean
Oh, baby, one thing leads to another
You told me something wrong, I know I listened too long
But then one thing leads to another

The impression that you sell
Pass...",True,1987,378,/Users/maxfiep/Library/CloudStorage/GoogleDrive-pmaxfield@gmail.com/My Drive/git_personal/Pete_Sandbox_personal/last.fm/Lyrics_top_songs/cache/lyrics/the_fixx/one_thing_leads_to_another.txt,2025-12-05T17:44:34.876376,2025-12-05T17:48:28.450443
61,Ian Astbury,High Time Amplifier,0,"Take it high, let it ride, yeah love is on the rise
Take it high, let it ride, yeah love is on the rise
I got a high time amplifier, a high time amplifier, I feel good yeah
I got a high time amplifier, a high time amplifier, I feel good yeah
I got a high time amplifier, a high time amplifier, I feel good yeah
I see a star in her eye sky, that totally mystifies me, that totally mystifies me
I got a high time amplifier, a high time amplifier, I feel good yeah
So I'll knock it out of, the world it ...",True,2049,432,/Users/maxfiep/Library/CloudStorage/GoogleDrive-pmaxfield@gmail.com/My Drive/git_personal/Pete_Sandbox_personal/last.fm/Lyrics_top_songs/cache/lyrics/ian_astbury/high_time_amplifier.txt,2025-12-05T17:44:34.876376,2025-12-05T17:48:28.450948
62,Operatica,Under the De ert Sky,0,,False,0,0,,2025-12-05T17:44:34.876376,2025-12-05T17:48:28.451068
63,The Prodigy,Climbatize,0,,False,0,0,,2025-12-05T17:44:34.876376,2025-12-05T17:48:28.451095
64,Death from Above 1979,Romantic Rightss,0,"Your romantic rights are all that you got
Push them down, son, it's more than just lip
C'mon, girls, I know you know what you want
C'mon, c'mon now and give them all shh
You're beating walls now you just won't quit
You play with shapes but they just won't fit
I know you love me, you don't know what you like
You're watching TV, I stay up all night

I don't need you, I want you
I don't need you, I want you

South Carolina kid is heating things up
His wounds are bleeding and we're filling the cup
T...",True,1340,271,/Users/maxfiep/Library/CloudStorage/GoogleDrive-pmaxfield@gmail.com/My Drive/git_personal/Pete_Sandbox_personal/last.fm/Lyrics_top_songs/cache/lyrics/death_from_above_1979/romantic_rightss.txt,2025-12-05T17:44:34.876376,2025-12-05T17:48:28.451611
65,Beck,Hell Yess,0,"Looking for my place on assembly lines
Fake prizes rising out of the bombholes
Skeleton boys hyped up on purple
Smoke rings blow from across the disco
Bank notes burn like broken equipment
Looking for shelter, readjust your position
Thought control, ghost written confessions
Two dimensions, dumb your head down
Duck, don't look now, company missiles
Power is raunchy, rent-a-cops are watching
Making their dreams out of papier-mâché
Cliche wasted hate taste tested

(Hell yes) I'm moving this way, I...",True,1540,262,/Users/maxfiep/Library/CloudStorage/GoogleDrive-pmaxfield@gmail.com/My Drive/git_personal/Pete_Sandbox_personal/last.fm/Lyrics_top_songs/cache/lyrics/beck/hell_yess.txt,2025-12-05T17:44:34.876376,2025-12-05T17:48:28.452083
66,Jack White,Sixteen Saltine,0,"Woo

She's got stickers on her locker
And the boy's number's there in magic marker
I'm hungry and the hunger will linger
I eat sixteen saltine crackers, then I lick my fingers
Well, every morning, I deliver the news
Black hat, white shoes and I'm red all over
She's got a pink mailbox that she puts out front
Garbage in, garbage out; she's gettin' what she wants

Who's jealous, who's jealous, who's jealous, who's jealous of who?
If I get busy, then I couldn't care less what you do
But when I'm by ...",True,1420,262,/Users/maxfiep/Library/CloudStorage/GoogleDrive-pmaxfield@gmail.com/My Drive/git_personal/Pete_Sandbox_personal/last.fm/Lyrics_top_songs/cache/lyrics/jack_white/sixteen_saltine.txt,2025-12-05T17:44:34.876376,2025-12-05T17:48:28.452593
67,Queens of the Stone Age,"Sick, Sick, Sick",0,"Young, dumb, don't see a problem
Bloodshot, stare like a hoodlum
Simple as this: I'm in love with the risk
I know what I've done, but tell me what did I miss, so
Please don't save something
Waste not, save nothing
Lose the halo, don't need to resist
A lick of the lips and a grip on your hips, oh

Sick, sick, sick
Don't resist
Sick, sick, sick
Don't resist

First thing we succumb to
Shall erase and undo
Days of unrelease, if there's no police
Race to slip into whatever fits you
Make something, ma...",True,1454,259,/Users/maxfiep/Library/CloudStorage/GoogleDrive-pmaxfield@gmail.com/My Drive/git_personal/Pete_Sandbox_personal/last.fm/Lyrics_top_songs/cache/lyrics/queens_of_the_stone_age/sick_sick_sick.txt,2025-12-05T17:44:34.876376,2025-12-05T17:48:28.453392
68,Van Halen,Girl Gone Bad,0,"Ah, lazy eyes in the summer heat
Fresh from out of town
Now she's working on the street
Shakin' poor boys down

Ooh (Girl) ooh, girl gone bad, yeah
(Girl) Girl gone bad

Found that girl with a lonesome John
But she should've been with me
Guess that woman fall in love
She don't work for free

(Girl) Girl gone bad, yeah, ah, ah, ah, ahh
Ooh-oh

Mm-oh
Mm-oh, mm-oh, mm-oh
Oh
Mm
These streets are in ashes
I don't call them my own
Ah

(Girl) Girl gone bad
Oh (Girl), girl, girl gone bad
(Girl) Ow! Yeah...",True,586,112,/Users/maxfiep/Library/CloudStorage/GoogleDrive-pmaxfield@gmail.com/My Drive/git_personal/Pete_Sandbox_personal/last.fm/Lyrics_top_songs/cache/lyrics/van_halen/girl_gone_bad.txt,2025-12-05T17:44:34.876376,2025-12-05T17:48:28.453876
69,Daft Punk,Voyager,0,,False,0,0,,2025-12-05T17:44:34.876376,2025-12-05T17:48:28.453904
70,Josh Homme,Nobody To Love - Bonu  Track,0,,False,0,0,,2025-12-05T17:44:34.876376,2025-12-05T17:48:28.453927
71,Screaming Trees,Nearly Lost You,0,"Did you hear the distant cry
Calling me back to my sins?
Like the one you knew before
Calling me back once again

I nearly
I nearly lost you there
And it's taken us somewhere
I nearly lost you there
Let's try to sleep now

Drag me far enough to know
I'm blind every mile that you burn
There's a rider that's fallen and
It's clear there's no time to return

I nearly
I nearly lost you there
And it's taken us somewhere
I nearly lost you there
Well, let's try to sleep now

Did you hear the distant lie...",True,859,174,/Users/maxfiep/Library/CloudStorage/GoogleDrive-pmaxfield@gmail.com/My Drive/git_personal/Pete_Sandbox_personal/last.fm/Lyrics_top_songs/cache/lyrics/screaming_trees/nearly_lost_you.txt,2025-12-05T17:44:34.876376,2025-12-05T17:48:28.454490
72,The Black Angels,Science Killer,0,"Feel it
In your house
You need it
When you feel stress
Steal it
While you're out
You're kneeling
When you feel blessed

Healing
In your chest
If you can't see it
Then it don't exist

Teach it
To your tribe
Spread it
Don't make no mess

Keep it in your head
Keep it in your heart",True,278,57,/Users/maxfiep/Library/CloudStorage/GoogleDrive-pmaxfield@gmail.com/My Drive/git_personal/Pete_Sandbox_personal/last.fm/Lyrics_top_songs/cache/lyrics/the_black_angels/science_killer.txt,2025-12-05T17:44:34.876376,2025-12-05T17:48:28.455023
73,The Dead Weather,I Feel Love (Every Million Mile ),0,,False,0,0,,2025-12-05T17:44:34.876376,2025-12-05T17:48:28.455054
74,Desert Sessions,In My Head...Or Something,0,"It's the cruelest joke to wait
I'm so high I run in place
Only a line we separate
So

I keep on playing our favorite song
I turn it up while you're gone
It's all I've got when you're in my head
And you're in my head, so I need it
I keep on playing our favorite song
I turn it up while you're gone
It's all I've got when you're in my head
And you're in my head, so I need it

You're the only thing I've got
I can't seem to get enough
We collide for warm embrace
So

I keep on playing our favorite song...",True,1520,337,/Users/maxfiep/Library/CloudStorage/GoogleDrive-pmaxfield@gmail.com/My Drive/git_personal/Pete_Sandbox_personal/last.fm/Lyrics_top_songs/cache/lyrics/desert_sessions/in_my_heador_something.txt,2025-12-05T17:44:34.876376,2025-12-05T17:48:28.455845
75,Eagles of Death Metal,Carele  Whisper,0,,False,0,0,,2025-12-05T17:44:34.876376,2025-12-05T17:48:28.455885
76,Primus,Jerry Wa  a Race Car Driver,0,,False,0,0,,2025-12-05T17:44:34.876376,2025-12-05T17:48:28.455909
77,Queens of the Stone Age,Make It Wit Chu,0,"You wanna know if I know why? I can't say that I do
Don't understand the evil eye, or how one becomes two
And I just can't recall what started it all, or how to begin in the end
I ain't here to break it, just see how far it will bend
Again and again, again and again

I wanna make it, I wanna make it wit chu
(Anytime, anywhere)
I wanna make it (again and again), I wanna make it wit chu

Sometimes the same is different, but mostly it's the same
These mysteries of life that jus' ain't my thing
If I...",True,1155,240,/Users/maxfiep/Library/CloudStorage/GoogleDrive-pmaxfield@gmail.com/My Drive/git_personal/Pete_Sandbox_personal/last.fm/Lyrics_top_songs/cache/lyrics/queens_of_the_stone_age/make_it_wit_chu.txt,2025-12-05T17:44:34.876376,2025-12-05T17:48:28.456889
78,The White Stripes,Blue Orchid,0,"You got a reaction
You got a reaction, didn't you?
You took a white orchid
You took a white orchid turned it blue

Something better than nothing
Something better than nothing, it's giving up
We all need to do something
Try to keep the truth from showing up

How dare you
How old are you now, anyway?
How dare you
How old are you now, anyway?
How dare you
How old are you now, anyway?

You're given a flower
But I guess that there's just no pleasing you
Your lip tastes sour
But you think that it's ju...",True,868,171,/Users/maxfiep/Library/CloudStorage/GoogleDrive-pmaxfield@gmail.com/My Drive/git_personal/Pete_Sandbox_personal/last.fm/Lyrics_top_songs/cache/lyrics/the_white_stripes/blue_orchid.txt,2025-12-05T17:44:34.876376,2025-12-05T17:48:28.457658
79,Beastie Boys,Too Many Rapper,0,"Mic check, mic check

One (one), two (two), three (three)
Too many rappers, and there's still not enough MCs
It goes three (three), two (two), one (one)
MCA, Adrock, Mike D, that's how we get it done
Like ladies and gents, attention
Nas in the house with Beastie Boys
We can turn it out
Perpetrators, we can point 'em out
So if you got somethin' on your mind, let it out

Yo, I been in the game since before you was born
I might still be MCing even after you're gone
Strange thought, I know, but my s...",True,3884,730,/Users/maxfiep/Library/CloudStorage/GoogleDrive-pmaxfield@gmail.com/My Drive/git_personal/Pete_Sandbox_personal/last.fm/Lyrics_top_songs/cache/lyrics/beastie_boys/too_many_rapper.txt,2025-12-05T17:44:34.876376,2025-12-05T17:48:28.458285
80,UNKLE,Re tle  (Featuring Josh Homme),0,,False,0,0,,2025-12-05T17:44:34.876376,2025-12-05T17:48:28.458312
81,Jack White,Lazaretto,0,"Oh, my veins are blue and connected
And every single bone in my brain is electric
But I dig ditches like the best of 'em
Yo trabajo duro
Como en madera y yeso
Como en madera y yeso
And even God Herself has fewer plans than me
But she never helps me out with my scams for free, though
She grabs a stick and then she points it at me
When I say nothing, I say everything
Yeah, when I say nothing, I say everything
They threw me down in a lazaretto
Born rottin', bored rotten
Makin' models of people I us...",True,1084,225,/Users/maxfiep/Library/CloudStorage/GoogleDrive-pmaxfield@gmail.com/My Drive/git_personal/Pete_Sandbox_personal/last.fm/Lyrics_top_songs/cache/lyrics/jack_white/lazaretto.txt,2025-12-05T17:44:34.876376,2025-12-05T17:48:28.458852
82,Jane's Addiction,Ju t Becau e,0,,False,0,0,,2025-12-05T17:44:34.876376,2025-12-05T17:48:28.458887
83,Ozzy Osbourne,Shot in the Dark,0,"Out on the streets, I'm stalking the night
I can hear my heavy breathing
Paid for the kill, but it doesn't seem right
Something there I can't believe in

Voices are calling from inside my head
I can hear them, I can hear them
Vanishing memories of things that were said
They can't try to hurt me now

But a shot in the dark
One step away from you
Just a shot in the dark
Always creeping up on you, alright

Taught by the powers that preach over me
I can hear their empty reason
I wouldn't listen, I l...",True,1245,252,/Users/maxfiep/Library/CloudStorage/GoogleDrive-pmaxfield@gmail.com/My Drive/git_personal/Pete_Sandbox_personal/last.fm/Lyrics_top_songs/cache/lyrics/ozzy_osbourne/shot_in_the_dark.txt,2025-12-05T17:44:34.876376,2025-12-05T17:48:28.459509
84,Queens of the Stone Age,Into the Hollow,0,"Au revoir, adieu, goodnight
I'm too wrong to get right

But I can't wait forever
I've always been alone, a fool who believes he's clever

Don't you wanna go into the hollow?
I won't go alone, aren't you gonna follow?
Ah-ah-ah-ah-ah

I live behind my eyes
Be sure to keep the surprise

I break what I have borrowed
That's why I always go alone into tomorrow

Don't you wanna go into the hollow?
I won't go alone, aren't you gonna follow?

In the hollow
In the hollow
Into the hollow
Into the hollow",True,497,93,/Users/maxfiep/Library/CloudStorage/GoogleDrive-pmaxfield@gmail.com/My Drive/git_personal/Pete_Sandbox_personal/last.fm/Lyrics_top_songs/cache/lyrics/queens_of_the_stone_age/into_the_hollow.txt,2025-12-05T17:44:34.876376,2025-12-05T17:48:28.460129
85,Queens of the Stone Age,Un-Reborn Again,0,"Uh

Skinny knows jack, Skinny knows jack
Knowin' nothin' about nothin', it's a blessin' in fact
Acid-faced Jake, acid-faced Jake
He like them dancin' straight boys, makes his pupils dilate
Juzzy come quick, Juzzy come quick
Tell the doctor to come over, bring emergency kit
Evil old Scratch, evil old Scratch
He drink the water from the gutter, it's a natural fact, yeah

Youth
You could be young again
Anew
Be un-reborn again
Askew

Frozen in pose, locked up in amber eternally
Buried so close to th...",True,2252,397,/Users/maxfiep/Library/CloudStorage/GoogleDrive-pmaxfield@gmail.com/My Drive/git_personal/Pete_Sandbox_personal/last.fm/Lyrics_top_songs/cache/lyrics/queens_of_the_stone_age/un_reborn_again.txt,2025-12-05T17:44:34.876376,2025-12-05T17:48:28.460559
86,Jamiroquai,Automaton,0,"(Automaton)
Am I love?
Every heart is beating
I'm all love
Can't you feel me feeling?
Take my hand (automaton)
Cold like a junkie (automaton)
I'm an ice cold man (automaton)
(I'm an ice cold man)
(Automaton)
Why am I crying for you?

All this love I felt for you
Has gone away to another place (It's a digital life)
I put my faith in a digital world
Where they've given me
Eyes without a face
I steal the moon on silver nights
Remind myself I am someone
My soul is null and void tonight
I'm automaton...",True,1938,367,/Users/maxfiep/Library/CloudStorage/GoogleDrive-pmaxfield@gmail.com/My Drive/git_personal/Pete_Sandbox_personal/last.fm/Lyrics_top_songs/cache/lyrics/jamiroquai/automaton.txt,2025-12-05T17:44:34.876376,2025-12-05T17:48:28.461326
87,Queens of the Stone Age,The Bronze,0,"I've been waiting
Waiting under things that rise in the morning
I've been holding, holding back so long
You can own it
Take it off my hands, do me a favor
Nothing wasted
Just fingerfucked and busted up all at once


I'm so lost out on the highway
With no direction left to go
Everyday sit up and wonder
Where it was I started from

The more you've found
The less you've been around
The more you've found
The less you've been around (Ah)

The more you've found
The less you've been around
The more you...",True,664,123,/Users/maxfiep/Library/CloudStorage/GoogleDrive-pmaxfield@gmail.com/My Drive/git_personal/Pete_Sandbox_personal/last.fm/Lyrics_top_songs/cache/lyrics/queens_of_the_stone_age/the_bronze.txt,2025-12-05T17:44:34.876376,2025-12-05T17:48:28.462227
