rank,artist,track,scrobbles,lyrics,has_lyrics,lyrics_length,lyrics_word_count,lyrics_cache_path,tracks_fetched_at,compiled_at
123,The Black Angels,You on the Run,37,"Now you on the run, son
Since 1981
Yeah, you went and did some things
And spoiled the fun
Yeah, you got the FBI
They ain't on your side
Yeah, you're caught fooling, friend
With a senator's wife

Oh, I don't need it
Well no one does

Just sit on this groove and chew
As the heat grew and grew
A life of taking love
She fit like a glove

And in due time
Yeah, I'll be there

Well, hello, harmony
Whatcha doing for free?
Yeah, get on your knees, you freak
And please, please me
A life of solitude
Yeah, ...",True,604,126,/Users/maxfiep/Library/CloudStorage/GoogleDrive-pmaxfield@gmail.com/My Drive/git_personal/Pete_Sandbox_personal/last.fm/Lyrics_top_songs/cache/lyrics/black_angels_the/you_on_the_run.txt,2025-12-07T14:15:41.690602,2025-12-07T15:04:35.951347
124,The Black Keys,She's Long Gone,37,"Yeah

She was made to blow you away
She don't care what any man say
Well you can watch her strut, but keep your mouth shut
Or it's ruination day

Well now she's long
A-long gone
Oh now she's long
Yeah, now she's long gone like Moses through the corn

Well her eyes, they're rubies and pearls
And she's not made like those other girls
Well, her lashes flap and they smack men back
Like springs bouncing off of her curls

Oh now she's long
A-long gone
Na-na-na-na now she's long
A-long gone like Moses ...",True,528,101,/Users/maxfiep/Library/CloudStorage/GoogleDrive-pmaxfield@gmail.com/My Drive/git_personal/Pete_Sandbox_personal/last.fm/Lyrics_top_songs/cache/lyrics/black_keys_the/shes_long_gone.txt,2025-12-07T14:15:41.690602,2025-12-07T15:04:35.951511
125,The Jon Spencer Blues Explosion,Lovin' Machine,37,"Amour amour
Built a lovin' machine
I bow all night long
Built a lovin' machine
I bow all night long
I put the two dollar in
Three on fought frowned
Grab a hold of my drummer baby everybody watch out
Yeah! Amour amour
Whoo! get up Whoo! get up Whoo! get up Whoo! get up
Well I'm knocking down my door
Already broke the fax
I bring a ling ding ding
That's a telephone baby
US postman Federal express
Here come Western Union
Trying to beat the rest
I built a lovin' machine
I bow all night long
I built ...",True,897,183,/Users/maxfiep/Library/CloudStorage/GoogleDrive-pmaxfield@gmail.com/My Drive/git_personal/Pete_Sandbox_personal/last.fm/Lyrics_top_songs/cache/lyrics/jon_spencer_blues_explosion_the/lovin_machine.txt,2025-12-07T14:15:41.690602,2025-12-07T15:04:35.951697
126,The Mars Volta,L'Via L'Viaquez,37,"L' Via, hija de Miranda
Tu apellido se cambió
L' Via, sin ojos me quieres dar
Una historia sin mi madre
Sólo tengo que decirte
El dolor de noche dice
Sólo se quedó el vestido
Le lavé la sangre, oh

Oh-oh-oh, oh-oh-oh
Oh-oh yeah, yeah, yeah

L' Via, no dejes de descansar
En la calle caminas ¿quién te va a perseguir?
L' Via, te quieren matar
Dientes de Machete (cabeza de gallo)
L' Via, durmiendo en paz
Abre los ojos, todo cambiará
L' Via, soñando de venganza
Y yo te lo juro, lo van a pagar

Oh-oh-...",True,2392,442,/Users/maxfiep/Library/CloudStorage/GoogleDrive-pmaxfield@gmail.com/My Drive/git_personal/Pete_Sandbox_personal/last.fm/Lyrics_top_songs/cache/lyrics/mars_volta_the/lvia_lviaquez.txt,2025-12-07T14:15:41.690602,2025-12-07T15:04:35.951931
127,Amon Tobin,Intro redub,36,,False,0,0,,2025-12-07T14:15:41.690602,2025-12-07T15:04:35.951968
128,Band of Horses,The Funeral,36,"I'm coming up only to hold you under
And coming up only to show you wrong
And to know you is hard, we wonder
To know you all wrong, we won

Ooh
Ooh

Really too late to call, so we wait for
Morning to wake you is all we got
But to know me as hardly golden
Is to know me all wrong, they won

At every occasion, I'll be ready for the funeral
At every occasion once more, it's called the funeral
At every occasion, oh, I'm ready for the funeral
At every occasion of one billion day funeral

I'm coming up...",True,872,175,/Users/maxfiep/Library/CloudStorage/GoogleDrive-pmaxfield@gmail.com/My Drive/git_personal/Pete_Sandbox_personal/last.fm/Lyrics_top_songs/cache/lyrics/band_of_horses/the_funeral.txt,2025-12-07T14:15:41.690602,2025-12-07T15:04:35.952217
129,Beastie Boys,Nonstop Disco Powerpack,36,"Well, how you feeling, Ad-Rock?
Well, I'm feeling well
Bonafide, qualified, with a story to tell
Well, how you feeling, Mike D?
Well, I feel all good
All day it's how we play in the neighborhood
Well, how you feeling, MCA?
Well, I feel right
I speak my words on the track cause the track sounds tight
Well, if you're feeling good and you're feeling right
Uh, somebody step up and grab the mic

Now hello, everybody, and how you been?
It's Ad-Rock rappin' on the microphone again
I got grace, class, s...",True,3772,730,/Users/maxfiep/Library/CloudStorage/GoogleDrive-pmaxfield@gmail.com/My Drive/git_personal/Pete_Sandbox_personal/last.fm/Lyrics_top_songs/cache/lyrics/beastie_boys/nonstop_disco_powerpack.txt,2025-12-07T14:15:41.690602,2025-12-07T15:04:35.952495
130,Billy Idol,Eyes Without a Face,36,"I'm all out of hope
One more bad break could bring a fall
When I'm far from home
Don't call me on the phone to tell me you're alone
It's easy to deceive
It's easy to tease, but hard to get release

(
Les yeux sans visage
) Eyes without a face
(
Les yeux sans visage
) Eyes without a face
(
Les yeux sans visage
) Eyes without a face
Got no human grace, your eyes without a face

Ooh, ch-ch

I spent so much time
Believing all the lies to keep the dream alive
Now it makes me sad
It makes me mad at tr...",True,1548,322,/Users/maxfiep/Library/CloudStorage/GoogleDrive-pmaxfield@gmail.com/My Drive/git_personal/Pete_Sandbox_personal/last.fm/Lyrics_top_songs/cache/lyrics/billy_idol/eyes_without_a_face.txt,2025-12-07T14:15:41.690602,2025-12-07T15:04:35.952738
131,Khruangbin,Texas Sun,36,"You say you like the wind blowin' through your hair
Well, come on, roll with me 'til the sun goes down

Texas sun

Say you wanna hit the highway while the engine roars
Well, come on, roll with me 'til the sun goes down

That Texas sun, oh yeah
Texas sun

Caressing you from Fort Worth to Amarillo
Well, come on, roll with me 'til the sun dips low

Texas sun
Texas sun, oh girl
That Texas sun

When I'm far from home and them cold winds blow
Stuck out somewhere with folks I don't know
'Cause you keep...",True,1083,225,/Users/maxfiep/Library/CloudStorage/GoogleDrive-pmaxfield@gmail.com/My Drive/git_personal/Pete_Sandbox_personal/last.fm/Lyrics_top_songs/cache/lyrics/khruangbin/texas_sun.txt,2025-12-07T14:15:41.690602,2025-12-07T15:04:35.952945
132,Soundgarden,Room a Thousand Years Wide,36,"Listen, hear, he is inside
One who lives while others lie
I close my eyes and walk a thousand years
A thousand years that aren't mine
Hey

It seems he's near me as I walk
One who loved what love denied
He lives these years that I walk blind
All these years cannot be mine

Tomorrow begat tomorrow
Tomorrow begat tomorrow
Tomorrow begat tomorrow, oh

A thousand doors, a thousand lies
Rooms a thousand years wide
I walk in the cold sun and wind
All these years will not begin

Tomorrow begat tomorrow
...",True,618,108,/Users/maxfiep/Library/CloudStorage/GoogleDrive-pmaxfield@gmail.com/My Drive/git_personal/Pete_Sandbox_personal/last.fm/Lyrics_top_songs/cache/lyrics/soundgarden/room_a_thousand_years_wide.txt,2025-12-07T14:15:41.690602,2025-12-07T15:04:35.953146
133,The Black Keys,The Desperate Man,36,"Alright

See her walking with a fella
Two of them, so nice and mella
Hey-hey, hey-hey, hey-hey-hey
My heart is broken, it's open wide
Feel so down, deep inside
Hey-hey, hey-hey, hey-hey-hey, alright
(Hit it)

Summer's here but I'm still in fall
Wondering what she done me for
Hey-hey, hey-hey, hey-hey-hey, alright
I'm too far down, deepest ditch
Too far gone to ever switch
Hey-hey, hey-hey, hey-hey-hey
(Hit it)
(Alright, yeah)
(Alright, yeah, yeah, alright)

(Hit it, alright, alright)
Drive all n...",True,775,126,/Users/maxfiep/Library/CloudStorage/GoogleDrive-pmaxfield@gmail.com/My Drive/git_personal/Pete_Sandbox_personal/last.fm/Lyrics_top_songs/cache/lyrics/black_keys_the/the_desperate_man.txt,2025-12-07T14:15:41.690602,2025-12-07T15:04:35.953381
134,The Police,Synchronicity I,36,"With one breath, with one flow
You will know synchronicity
A sleep trance, a dream dance
A shared romance, synchronicity

A connecting principle
Linked to the invisible
Almost imperceptible
Something inexpressible
Science insusceptible
Logic so inflexible
Causally connectable
Nothing is invincible

If we share this nightmare
We can dream spiritus mundi
If you act as you think
The missing link, synchronicity

A connecting principle
Linked to the invisible
Almost imperceptible
Something inexpressi...",True,1141,151,/Users/maxfiep/Library/CloudStorage/GoogleDrive-pmaxfield@gmail.com/My Drive/git_personal/Pete_Sandbox_personal/last.fm/Lyrics_top_songs/cache/lyrics/police_the/synchronicity_i.txt,2025-12-07T14:15:41.690602,2025-12-07T15:04:35.953562
135,The White Stripes,Catch Hell Blues,36,"If you go looking for hot water—don't act shocked when you get—burned a little bit
If you really want some hot water—I can help you find it
Ohhhhh, ohh!
Ohhhhh, ohh!
Ahhhhh, ahhhhh-ahh!

Well if they catch me around, you're playing 'Rock the Boat'
I'm gonna catch hell
And if you're throwing your voice in bed, singing a note
I'm gonna catch hell
I know it
Yes, sir
Try and catch me
Wha'!
Ohhhhh—oh!

Tricky, tricky
Yeah
Ohhhh! Ohhh, ohhhh!

If you're getting tricky, lying to yourself
You're gonna c...",True,662,119,/Users/maxfiep/Library/CloudStorage/GoogleDrive-pmaxfield@gmail.com/My Drive/git_personal/Pete_Sandbox_personal/last.fm/Lyrics_top_songs/cache/lyrics/white_stripes_the/catch_hell_blues.txt,2025-12-07T14:15:41.690602,2025-12-07T15:04:35.953842
136,Wolfmother,Dimension,36,"Wild!

I fell down in the desert, baby, yeah
Well, I had nothin' but a piece of paper, oh yeah
I had to write a-somethin' down
And I found myself alone
Then I let go of everything into another dimension

The purple haze is in the sky
See the angel's wicked eye
All these things we must try
Until we see the reasons why, oh yeah

Lightning crash on the hill tonight, yeah
And I got a feeling everythin' is gonna be alright
Then a horse came a-runnin' to me
I said, we're gonna go to the sanctuary
Then...",True,889,172,/Users/maxfiep/Library/CloudStorage/GoogleDrive-pmaxfield@gmail.com/My Drive/git_personal/Pete_Sandbox_personal/last.fm/Lyrics_top_songs/cache/lyrics/wolfmother/dimension.txt,2025-12-07T14:15:41.690602,2025-12-07T15:04:35.954056
137,Amy Winehouse,In My Bed,35,"Wish I could say it breaks my heart
Like you did in the beginning
It's not that we grew apart
A nightingale no longer singin'
It's something I know you can't do
Separate sex with emotion
I sleep alone, the sun comes up
You're still clinging to that notion

Everything is slowin' down
River of no return
Recognise my every sound
There's nothin' new to learn

You'll never get my mind right
Like two ships passing in the night
In the night, in the night
Want the same thing when we lay
Otherwise, mine'...",True,1410,280,/Users/maxfiep/Library/CloudStorage/GoogleDrive-pmaxfield@gmail.com/My Drive/git_personal/Pete_Sandbox_personal/last.fm/Lyrics_top_songs/cache/lyrics/amy_winehouse/in_my_bed.txt,2025-12-07T14:15:41.690602,2025-12-07T15:04:35.954305
138,Death from Above 1979,"You're a Woman, I'm a Machine",35,"Take what you want, my head is full
Take what you need, my price is good
You want it all, just like you should
Your thoughts are pure, just like they should
Be what you want, you want it all
I've seen it once, I've seen it all

Now that it's over this weight is off my shoulder
Now that it's over this weight is off my shoulder
Now that it's over I love you more and more
Now that it's over I love you more and more

I know that you would take my hand
If I were to give you the chance
You want it all...",True,736,156,/Users/maxfiep/Library/CloudStorage/GoogleDrive-pmaxfield@gmail.com/My Drive/git_personal/Pete_Sandbox_personal/last.fm/Lyrics_top_songs/cache/lyrics/death_from_above_1979/youre_a_woman_im_a_machine.txt,2025-12-07T14:15:41.690602,2025-12-07T15:04:35.954533
139,Olivier Libaux,Tangled Up In Plaid (feat. Gaby Moreno),35,,False,0,0,,2025-12-07T14:15:41.690602,2025-12-07T15:04:35.954564
140,Queens of the Stone Age,Mama Got the Blues,35,,False,0,0,,2025-12-07T14:15:41.690602,2025-12-07T15:04:35.954592
141,Radiohead,House of Cards,35,"I don't want to be your friend
I just want to be your lover
No matter how it ends
No matter how it starts

Forget about your house of cards
And I'll do mine
Forget about your house of cards
And I'll do mine
And fall off the table, get swept under
Denial, denial

The infrastructure will collapse
From voltage spikes
Throw your keys in the bowl
Kiss your husband 'goodnight'

And forget about your house of cards
And I'll do mine
Forget about your house of cards
And I'll do mine
Fall off the table, g...",True,619,115,/Users/maxfiep/Library/CloudStorage/GoogleDrive-pmaxfield@gmail.com/My Drive/git_personal/Pete_Sandbox_personal/last.fm/Lyrics_top_songs/cache/lyrics/radiohead/house_of_cards.txt,2025-12-07T14:15:41.690602,2025-12-07T15:04:35.954793
142,The Dead Weather,Hustle and Cuss,35,"Knock on the door and the door knocks back
The joke never go no further than that
Fire goes back inside the match
Back down the stack

And we hustle and cuss
Lick on the dust
Hustle and cuss
Lick on the dust
Hustle and cuss
Lick on the dust

Hustle and cuss
Hustle and cuss and lick on the dust
Hustle and cuss
Hustle and cuss and lick on the dust
When you muscle and fuss
Muscle and fuss and lick on the dust
Hustle and cuss
Hustle and cuss and lick on the dust

When we were young, a different kind...",True,1205,251,/Users/maxfiep/Library/CloudStorage/GoogleDrive-pmaxfield@gmail.com/My Drive/git_personal/Pete_Sandbox_personal/last.fm/Lyrics_top_songs/cache/lyrics/dead_weather_the/hustle_and_cuss.txt,2025-12-07T14:15:41.690602,2025-12-07T15:04:35.954969
143,Amy Winehouse,Back to Black,34,"He left no time to regret
Kept his dick wet
With his same old safe bet
Me and my head high
And my tears dry
Get on without my guy
You went back to what you knew
So far removed
From all that we went through
And I tread a troubled track
My odds are stacked
I'll go back to black

We only said goodbye with words
I died a hundred times
You go back to her
And I go back to
I go back to us

I love you much
It's not enough
You love blow and I love puff
And life
Is like a pipe
And I'm a tiny penny rollin'...",True,966,217,/Users/maxfiep/Library/CloudStorage/GoogleDrive-pmaxfield@gmail.com/My Drive/git_personal/Pete_Sandbox_personal/last.fm/Lyrics_top_songs/cache/lyrics/amy_winehouse/back_to_black.txt,2025-12-07T14:15:41.690602,2025-12-07T15:04:35.955157
144,Beastie Boys,Don't Play No Game That I Can't Win,34,"Uh, Beastie Boys, Santigold
Let's do this, y'all
Santigold
Let's go!

It's hot here, gotta say it's so
I got you right where I want
Got an honest face so you turn your back
When in doubt, run up your attack
At one time you were slick and your grill was cold
And now funny how the shit gets old
You can run, you can run, but it will catch up
Like now, see me, I'll show you up

Now you wanna get back when you had your shine
But you run the same thing every time when you rhyme
(Can't stop, won't stop...",True,2237,441,/Users/maxfiep/Library/CloudStorage/GoogleDrive-pmaxfield@gmail.com/My Drive/git_personal/Pete_Sandbox_personal/last.fm/Lyrics_top_songs/cache/lyrics/beastie_boys/dont_play_no_game_that_i_cant_win.txt,2025-12-07T14:15:41.690602,2025-12-07T15:04:35.955380
145,Death from Above 1979,Crystal Ball,34,"If my heart bruises, everybody loses
Oh, I can't stress enough
And on the weekend, everyone's my best friend
Oh, I don't believe them

If I can't see the end, I can't see the beginnin'
There's no crystal ball to see a happy endin'
I know I can't say that this will last forever
But I need you to know I don't want you to go

If my hand loses, everybody bruises
Oh, you gotta believe me
And if the house wins, everybody else sins
Oh, that's just the city

If I can't see the end, I can't see the begin...",True,980,198,/Users/maxfiep/Library/CloudStorage/GoogleDrive-pmaxfield@gmail.com/My Drive/git_personal/Pete_Sandbox_personal/last.fm/Lyrics_top_songs/cache/lyrics/death_from_above_1979/crystal_ball.txt,2025-12-07T14:15:41.690602,2025-12-07T15:04:35.955577
146,Def Leppard,Photograph,34,"Huh

I'm outta luck, outta love
Got a photograph, picture of, uh
Passion killer, you're too much
You're the only one I wanna touch
I see your face every time I dream
On every page, every magazine
So wild and free, so far from me
You're all I want, my fantasy, yeah

Oh, look what you've done to this rock 'n' roll clown
Oh, look what you've done

(Photograph)
I don't want your (Photograph)
I don't need your (Photograph)
All I've got is a photograph
But it's not enough

I'd be your lover if you wer...",True,1430,263,/Users/maxfiep/Library/CloudStorage/GoogleDrive-pmaxfield@gmail.com/My Drive/git_personal/Pete_Sandbox_personal/last.fm/Lyrics_top_songs/cache/lyrics/def_leppard/photograph.txt,2025-12-07T14:15:41.690602,2025-12-07T15:04:35.955755
147,Hyper,Spoiler - Original Mix,34,,False,0,0,,2025-12-07T14:15:41.690602,2025-12-07T15:04:35.955790
148,Jack White,Love Is Blindness,34,"Love is blindness, I don't wanna see
Won't you wrap the night around me?
Oh, my heart
Love is blindness, yeah

I'm in a parked car on a crowded street
And I see my love made complete
The thread is ripping, the knot is slipping
Love is blindness

Love is clockworks and it's cold steel
Fingers too numb to feel
Squeeze the handle, blow out the candle
Blindness (blindness)

Love is blindness, I don't want to see
Won't you wrap the night around me? Yeah
Oh, my love
Blindness

Yeah, a little death wit...",True,949,180,/Users/maxfiep/Library/CloudStorage/GoogleDrive-pmaxfield@gmail.com/My Drive/git_personal/Pete_Sandbox_personal/last.fm/Lyrics_top_songs/cache/lyrics/jack_white/love_is_blindness.txt,2025-12-07T14:15:41.690602,2025-12-07T15:04:35.955994
149,Röyksopp,Go With The Flow - live,34,,False,0,0,,2025-12-07T14:15:41.690602,2025-12-07T15:04:35.956026
150,Soundgarden,Fell on Black Days,34,"Whatsoever I feared has come to life
And whatsoever I've fought off became my life
Just when every day seemed to greet me with a smile
Sunspots have faded, now I'm doin' time, now I'm doin' time

'Cause I fell on black days
I fell on black days

Whomsoever I've cured, I've sickened now
And whomsoever I've cradled, I've put you down
I'm a searchlight soul, they say, but I can't see it in the night
I'm only faking, when I get it right, when I get it right

'Cause I fell on black days
I fell on bla...",True,1211,251,/Users/maxfiep/Library/CloudStorage/GoogleDrive-pmaxfield@gmail.com/My Drive/git_personal/Pete_Sandbox_personal/last.fm/Lyrics_top_songs/cache/lyrics/soundgarden/fell_on_black_days.txt,2025-12-07T14:15:41.690602,2025-12-07T15:04:35.956220
151,Tool,Forty Six & 2,34,"Join in my—
Join in, my child, and listen
Digging through
My old numb shadow

My shadow's shedding skin
I've been picking scabs again
I'm down, digging through
My old muscles, looking for a clue

I've been crawling on my belly
Clearing out what could've been
I've been wallowing in my own confused
And insecure delusions
For a piece to cross me over
Or a word to guide me in
I wanna feel the changes coming down
I wanna know what I've been hiding
In my shadow
My shadow
Change is coming through
My sh...",True,1518,295,/Users/maxfiep/Library/CloudStorage/GoogleDrive-pmaxfield@gmail.com/My Drive/git_personal/Pete_Sandbox_personal/last.fm/Lyrics_top_songs/cache/lyrics/tool/forty_six_2.txt,2025-12-07T14:15:41.690602,2025-12-07T15:04:35.956464
152,Alice in Chains,Dirt,33,"Ay-ah, yay-ah
Ah-ay-ah-ah
Ay-ah, ay-na
Ah-ay-ah-ah, aw

I have never felt such frustration
Or lack of self-control
I want you to kill me and dig me under
I wanna live no more

One who doesn't care is one who shouldn't be
I've tried to hide myself from what is wrong for me
For me

I want to taste dirty, a stinging pistol
In my mouth, on my tongue
I want you to scrape me from the walls
And go crazy like you've made me

One who doesn't care is one who shouldn't be
I've tried to hide myself from wha...",True,1006,203,/Users/maxfiep/Library/CloudStorage/GoogleDrive-pmaxfield@gmail.com/My Drive/git_personal/Pete_Sandbox_personal/last.fm/Lyrics_top_songs/cache/lyrics/alice_in_chains/dirt.txt,2025-12-07T14:15:41.690602,2025-12-07T15:04:35.956661
153,Alice in Chains,Them Bones,33,"Ah! Ah! Ah! Ah!

I believe them bones are me
Some say we're born into the grave

I feel so alone
Gonna end up a big ol' pile of them bones

Ah! Ah! Ah!

Dust rise right on over my time
Empty fossil of the new scene

I feel so alone
Gonna end up a big ol' pile of them bones


Yeah!

Toll due, bad dream come true
I lie dead gone under red sky

I feel so alone
Gonna end up a big ol' pile of them
I feel so alone
Gonna end up a big ol' pile of them
I feel so alone
Gonna end up a big ol' pile of them ...",True,505,115,/Users/maxfiep/Library/CloudStorage/GoogleDrive-pmaxfield@gmail.com/My Drive/git_personal/Pete_Sandbox_personal/last.fm/Lyrics_top_songs/cache/lyrics/alice_in_chains/them_bones.txt,2025-12-07T14:15:41.690602,2025-12-07T15:04:35.956846
154,Band of Horses,No One's Gonna Love You,33,"It's looking like a limb torn off
Or all together, just taken apart
A-reelin' through an endless fall
We are the ever-living ghost of what once was

But no one is ever gonna love you more than I do
No one's gonna love you more than I do

And anything to make you smile
It is a better side of you to admire
But they should never take so long
Just to be over, then back to another one

And no one is ever gonna love you more than I do
No one's gonna love you more than I do

And someone, they could've ...",True,1193,236,/Users/maxfiep/Library/CloudStorage/GoogleDrive-pmaxfield@gmail.com/My Drive/git_personal/Pete_Sandbox_personal/last.fm/Lyrics_top_songs/cache/lyrics/band_of_horses/no_ones_gonna_love_you.txt,2025-12-07T14:15:41.690602,2025-12-07T15:04:35.957042
155,MSTRKRFT,Vuvuvu,33,,False,0,0,,2025-12-07T14:15:41.690602,2025-12-07T15:04:35.957072
156,Ozzy Osbourne,Crazy Train,33,"All aboard, hahahahahaha
Ayy

Crazy, but that's how it goes
Millions of people living as foes
Maybe it's not too late
To learn how to love and forget how to hate

Mental wounds not healing
Life's a bitter shame

I'm going off the rails on a crazy train
I'm going off the rails on a crazy train
(Let's go)

I've listened to preachers, I've listened to fools
I've watched all the dropouts, who make their own rules
One person conditioned to rule and control
The media sells it and you live the role

Me...",True,1055,196,/Users/maxfiep/Library/CloudStorage/GoogleDrive-pmaxfield@gmail.com/My Drive/git_personal/Pete_Sandbox_personal/last.fm/Lyrics_top_songs/cache/lyrics/ozzy_osbourne/crazy_train.txt,2025-12-07T14:15:41.690602,2025-12-07T15:04:35.957269
157,Radiohead,Backdrifts,33,"We're rotten fruit, we're damaged goods
What the hell, we've got nothing more to lose
One gust and we will probably crumble
We're backdrifting

This far, but no further
I'm hanging off a branch
I'm teetering on the brink of
Honey sweets, so full of sleep
I'm backsliding

You fell into our arms
You fell into our arms
We tried but there was nothing we could do
Nothing we could do

All evidence has been buried
All tapes have been erased
But your footsteps give you away
So you're backtracking

Ah-ah...",True,798,146,/Users/maxfiep/Library/CloudStorage/GoogleDrive-pmaxfield@gmail.com/My Drive/git_personal/Pete_Sandbox_personal/last.fm/Lyrics_top_songs/cache/lyrics/radiohead/backdrifts.txt,2025-12-07T14:15:41.690602,2025-12-07T15:04:35.957467
158,Steely Dan,Josie,33,"We're gonna break out the hats and hooters
When Josie comes home
We're gonna rev up the motor scooters
When Josie comes home to stay
We're gonna park in the street
Sleep on the beach and make it
Throw down the jam 'til the girls say when
Lay down the law and break it
When Josie comes home

When Josie comes home
So good
She's the pride of the neighborhood
She's the raw flame
The live wire
She prays like a Roman
With her eyes on fire

Jo would you love to scrapple
She'll never say no, no!
Shine up...",True,1001,199,/Users/maxfiep/Library/CloudStorage/GoogleDrive-pmaxfield@gmail.com/My Drive/git_personal/Pete_Sandbox_personal/last.fm/Lyrics_top_songs/cache/lyrics/steely_dan/josie.txt,2025-12-07T14:15:41.690602,2025-12-07T15:04:35.957648
159,Stone Temple Pilots,Sex Type Thing,33,"I am, I am, I am
I said, I wanna get next to you
I said, I'm gonna get close to you
You wouldn't want me have to hurt you too
Hurt you too

I ain't, I ain't, I ain't
A-buyin' into your apathy
I'm gonna learn ya my philosophy
You wanna know about atrocity?
Atrocity

I know you want what's on my mind
I know you like what's on my mind
I know it eats you up inside
I know you know, you know, you know

I am a man, a man
I'll give ya something that ya won't forget
I said ya shouldn't have a-worn that d...",True,1495,344,/Users/maxfiep/Library/CloudStorage/GoogleDrive-pmaxfield@gmail.com/My Drive/git_personal/Pete_Sandbox_personal/last.fm/Lyrics_top_songs/cache/lyrics/stone_temple_pilots/sex_type_thing.txt,2025-12-07T14:15:41.690602,2025-12-07T15:04:35.957832
160,The Black Keys,Ten Cent Pistol,33,"Well, he ran around late at night
Holdin' hands, makin' light
Of everything that came before
But there she was behind the door

She hit them with her ten cent pistol
Because they ruined her name
Well, she hit them with her ten cent pistol
And they've never been the same

There is nothing worse in this world
Then payback from a, a jealous girl
The laws of man, they don't apply
When blood gets in a, a woman's eye

Well she hit them with her ten cent pistol
Because they ruined her name
Well, she hi...",True,919,177,/Users/maxfiep/Library/CloudStorage/GoogleDrive-pmaxfield@gmail.com/My Drive/git_personal/Pete_Sandbox_personal/last.fm/Lyrics_top_songs/cache/lyrics/black_keys_the/ten_cent_pistol.txt,2025-12-07T14:15:41.690602,2025-12-07T15:04:35.958011
161,The Dead Weather,3 Birds,33,,False,0,0,,2025-12-07T14:15:41.690602,2025-12-07T15:04:35.958042
162,The Smiths,How Soon Is Now?,33,"I am the son and the heir
Of a shyness that is criminally vulgar
I am the son and heir
Of nothing in particular

You shut your mouth, how can you say
I go about things the wrong way?
I am human and I need to be loved
Just like everybody else does

I am the son and the heir
Of a shyness that was criminally vulgar
I am the son and heir
Of nothing in particular

You shut your mouth, how can you say
I go about things the wrong way?
I am human and I need to be loved
Just like everybody else does


Th...",True,952,203,/Users/maxfiep/Library/CloudStorage/GoogleDrive-pmaxfield@gmail.com/My Drive/git_personal/Pete_Sandbox_personal/last.fm/Lyrics_top_songs/cache/lyrics/smiths_the/how_soon_is_now.txt,2025-12-07T14:15:41.690602,2025-12-07T15:04:35.958235
163,Young M.C.,Bust a Move,33,"Bust it

This here's a jam for all the fellas
Tryin' to do what those ladies tell us
Get shot down 'cause you're overzealous
Play hard to get, females get jealous
Okay smarty, go to a party
Girls are scantily clad and showin' body
A chick walks by, you wish you could sex her
But you're standing on the wall like you was Poindexter
Next day's function, high class luncheon
Food is served and you're stone-cold munchin'
Music comes on, people start to dance
But then you ate so much, you nearly split ...",True,3432,676,/Users/maxfiep/Library/CloudStorage/GoogleDrive-pmaxfield@gmail.com/My Drive/git_personal/Pete_Sandbox_personal/last.fm/Lyrics_top_songs/cache/lyrics/young_mc/bust_a_move.txt,2025-12-07T14:15:41.690602,2025-12-07T15:04:35.958447
164,Aerosmith,Round and Round,32,"If you believe in me
Like I believe in you
You wouldn't be telling me things
That weren't exactly true

Now all of the changes
Ain't nothin' the same
I'm having the strangest feeling lately
I can't remember my name

'Cause the life I've been living
And the love I've been giving
Will be sure to send you spinning
With your feet never touching the ground
Going round n' round

When it was one for all
And it was all for one
And everything that we did
Never bothered no one, okay

Now all of the change...",True,1251,240,/Users/maxfiep/Library/CloudStorage/GoogleDrive-pmaxfield@gmail.com/My Drive/git_personal/Pete_Sandbox_personal/last.fm/Lyrics_top_songs/cache/lyrics/aerosmith/round_and_round.txt,2025-12-07T14:15:41.690602,2025-12-07T15:04:35.958642
165,Bebel Gilberto,Simplesmente,32,"Every moment I'm near you
I try to understand
Every second I try to believe
In how I am
In the silence of moonlight
I find myself and you
Just as always I'm dreaming
I know you're dreaming too
And all the tears that I've cried
Are maybe drops of rain
After all
And every sunset sky
Is here with us forever now
Quando canto me lembro
De tudo o que é bom
Só passando por muito
Eu sei o que é dôr
(When I sing I remember
Of everything that's good
Just being through a lot
I know what is pain)
Não quero ...",True,1109,221,/Users/maxfiep/Library/CloudStorage/GoogleDrive-pmaxfield@gmail.com/My Drive/git_personal/Pete_Sandbox_personal/last.fm/Lyrics_top_songs/cache/lyrics/bebel_gilberto/simplesmente.txt,2025-12-07T14:15:41.690602,2025-12-07T15:04:35.958828
166,Crookers feat. Wiley  Thomas Jules,Business Man (Black Noise Remix),32,,False,0,0,,2025-12-07T14:15:41.690602,2025-12-07T15:04:35.958865
167,Living Colour,Cult of Personality,32,"""And during the few moments that we have left
We wanna talk right down to Earth
In a language that everybody here can easily understand""

Look in my eyes, what do you see?
The cult of personality
I know your anger, I know your dreams
I've been everything you wanna be
Oh, I'm the cult of personality
Like Mussolini and Kennedy
I'm the cult of personality
The cult of personality
The cult of personality

Neon lights, Nobel Prize
When a mirror speaks, the reflection lies
You won't have to follow me
O...",True,1328,262,/Users/maxfiep/Library/CloudStorage/GoogleDrive-pmaxfield@gmail.com/My Drive/git_personal/Pete_Sandbox_personal/last.fm/Lyrics_top_songs/cache/lyrics/living_colour/cult_of_personality.txt,2025-12-07T14:15:41.690602,2025-12-07T15:04:35.959047
